url,naziv,cijena,lokacija,lat,lng,Kvadrata,Broj soba,Adresa,Godina izgradnje,Primarna orjentacija
https://www.olx.ba/artikal/28849247/trosoban-namjesten-stan-centar-alipasina-80-m2/,[IZDAVANJE] Trosoban namješten stan - Centar - Alipašina - 80 m2,850 KM,Sarajevo - Centar,43.860993,18.411703,80,Trosoban (3),Alipašina,1970-1979,Sjeverozapad
https://www.olx.ba/artikal/30796664/dvosoban-namjesten-stan-centar-petrakijina-32-m2/,[IZDAVANJE] Dvosoban namješten stan - Centar - Petrakijina - 32 m2,550 KM,Stari Grad,43.860272,18.42414,32,Dvosoban (2),Petrakijina,,
https://www.olx.ba/artikal/30796411/dvosoban-namjesten-stan-hrasno-novo-sarajevo/,[IZDAVANJE] Dvosoban namješten stan - Hrasno - Novo Sarajevo,600 KM,Novo Sarajevo,43.849712,18.379457,50,Dvosoban (2),Azize Šačirbegović,,Istok
https://www.olx.ba/artikal/25628766/cetverosoban-namjesten-stan-hrasno-80-m2/,[IZDAVANJE] Četverosoban namješten stan - Hrasno - 80 m2,500 KM,Novo Sarajevo,43.844775,18.383126,80,Četverosoban (4),Varaždinska,2010+,Sjever
https://www.olx.ba/artikal/25628312/trosoban-namjesten-stan-hrasno-62-m2/,[IZDAVANJE] Trosoban namješten stan - Hrasno - 62 m2,550 KM,Novo Sarajevo,43.845704,18.381109,62,Trosoban (3),Varaždinska,2010+,Sjeverozapad
https://www.olx.ba/artikal/30511902/trosoban-namjesten-stan-novogradnja-miljacka-56-m2/,[IZDAVANJE] Trosoban namješten stan - Novogradnja Miljacka - 56 m2,550 KM,"Sarajevo, Novi Grad",43.850316,18.357877,56,Trosoban (3),Džemala Bijedića,Novogradnja,Jugoistok
https://www.olx.ba/artikal/30510715/trosoban-namjesten-stan-centar-visnjik-50-m2/,[IZDAVANJE] Trosoban namješten stan - Centar - Višnjik - 50 m2,550 KM,Sarajevo - Centar,43.865913,18.418527,50,Trosoban (3),"Derebent, Višnjik",,
https://www.olx.ba/artikal/28483962/dvosoban-stan-kovacici-grbavica-50-m2/,[IZDAVANJE] Dvosoban stan - Kovačići - Grbavica - 50 m2,500 KM,Novo Sarajevo,43.852451,18.404669,50,Dvosoban (2),Zagrebačka,1970-1979,
https://www.olx.ba/artikal/26719160/prostor-izdaje-dvosoban-stan-kovacici/,"[IZDAVANJE] PROSTOR izdaje: Dvosoban stan, Kovačići",450 KM,Novo Sarajevo,43.852161,18.407277,70,Dvosoban (2),Gabriele Moreno Locatelli,1960-1969,
https://www.olx.ba/artikal/28864965/stari-grad-dvosoban-stan-u-potkrovlju-ulica-cemalusa/,[IZDAVANJE] Stari Grad. Dvosoban stan u potkrovlju. Ulica Čemaluša,550 KM,Stari Grad,43.858253,18.42252,52,Dvosoban (2),Čemaluša,1960-1969,
https://www.olx.ba/artikal/27161577/prostor-izdaje-trosoban-stan-stari-grad/,"[IZDAVANJE] PROSTOR izdaje: Trosoban stan, Stari grad",1.200 KM,Stari Grad,43.860961,18.426125,70,Trosoban (3),Josipa Štadlera,1990-1999,
https://www.olx.ba/artikal/28314991/prostor-izdaje-trosoban-stan-95m2-skenderija/,"[IZDAVANJE] PROSTOR izdaje: Trosoban stan, 95m2, Skenderija",800 KM,Sarajevo - Centar,43.853257,18.414664,95,Dvosoban (2),Stolačka,,
https://www.olx.ba/artikal/28677761/prostor-izdaje-dvosoban-stan-64m2-stari-grad/,"[IZDAVANJE] PROSTOR izdaje: Dvosoban stan, 64m2, Stari Grad",800 KM,Stari Grad,43.856768,18.433356,64,Dvosoban (2),Talirevića,,
https://www.olx.ba/artikal/28521842/prostor-izdaje-trosoban-stan-marijin-dvor/,"[IZDAVANJE] PROSTOR izdaje: Trosoban stan, Marijin Dvor",900 KM,Sarajevo - Centar,43.855261,18.410909,75,Trosoban (3),Kotromanjića,,
https://www.olx.ba/artikal/31426104/stan-najam-grbavica-53-m2/,"[IZDAVANJE] Stan-Najam, Grbavica, 53 m2",600 KM,Novo Sarajevo,43.85406,18.392567,53,Trosoban (3),,,
https://www.olx.ba/artikal/29311936/bauland-izdaje-stan-160-m2-kod-obn-tv/,[IZDAVANJE] BAULAND izdaje: Stan /160 m2/ kod OBN -tv,1.200 KM,Novo Sarajevo,43.860566,18.388962,160,Četverosoban (4),Ivanjska,2000-2009,
https://www.olx.ba/artikal/29098762/bauland-izdaje-trosoban-stan-pofalici/,[IZDAVANJE] BAULAND izdaje: Trosoban stan/Pofalići,600 KM,Novo Sarajevo,43.866004,18.384306,90,Trosoban (3),Humska,2015+,
https://www.olx.ba/artikal/17251680/ideea-nekretnine-trosoban-stan-kod-americke-ambasade/,[IZDAVANJE] IDEEA Nekretnine: Trosoban stan kod Američke Ambasade,900 KM,Novo Sarajevo,43.857973,18.401913,90,Trosoban (3),Franza Lehara,1980-1989,
https://www.olx.ba/artikal/30497426/nn-nekretnine-trosoban-stan-hrasno/,[IZDAVANJE] NN Nekretnine: Trosoban stan - Hrasno,450 KM,Novo Sarajevo,43.848188,18.378952,55,Trosoban (3),Azize Sacirbegovic,,
https://www.olx.ba/artikal/28002834/nn-nekretnine-trosoban-stan-drvenija/,[IZDAVANJE] NN Nekretnine: Trosoban stan - Drvenija,700 KM,Sarajevo - Centar,43.85564,18.417754,96,Trosoban (3),Hamdije Kresevljakovic,,
https://www.olx.ba/artikal/16889105/ideea-nekretnine-stan-u-rezidencijalnom-objektu-aneks/,[IZDAVANJE] IDEEA Nekretnine: Stan u rezidencijalnom objektu Aneks,500 KM,"Sarajevo, Novi Grad",43.84191,18.362932,120,Trosoban (3),,,
https://www.olx.ba/artikal/15725027/ideea-nekretnine-luksuzan-stan-kod-bbi-a/,[IZDAVANJE] IDEEA Nekretnine: Luksuzan stan kod BBI-a,3.500 KM,Sarajevo - Centar,43.857767,18.416139,134,Četverosoban (4),Mis Irbina,,
https://www.olx.ba/artikal/19285132/nn-nekretnine-trosoban-adaptiran-stan-alifakovac/,[IZDAVANJE] NN Nekretnine: Trosoban adaptiran stan - Alifakovac,800 KM,Stari Grad,43.857723,18.435063,110,Trosoban (3),,,
https://www.olx.ba/artikal/30421720/nn-nekretnine-dvosoban-stan-pofalici/,[IZDAVANJE] NN NEKRETNINE: Dvosoban stan - Pofalici,600 KM,Novo Sarajevo,43.856288,18.391752,56,Dvosoban (2),Hamdije Cemerlica,,
https://www.olx.ba/artikal/26156791/nn-nekretnine-adaptiran-trosoban-stan-vraca/,[IZDAVANJE] NN Nekretnine: Adaptiran trosoban stan - Vraca,800 KM 750 KM,Novo Sarajevo,43.84883,18.397116,100,Trosoban (3),,,
https://www.olx.ba/artikal/28639693/nn-nekretnine-dvosoban-stan-unipromet-kod-mercatora/,[IZDAVANJE] NN Nekretnine: Dvosoban stan Unipromet kod Mercatora,650 KM 600 KM,Novo Sarajevo,43.85642,18.382289,62,Dvosoban (2),Marka Marulica,,
https://www.olx.ba/artikal/27757481/nn-nekretnine-trosoban-stan-pofalici/,[IZDAVANJE] NN Nekretnine: Trosoban stan - Pofalici,550 KM,Novo Sarajevo,43.8557,18.368277,72,Trosoban (3),Zahira Panjete,,
https://www.olx.ba/artikal/23096300/nn-nekretnine-ekskluzivan-stan-sip-bolgrano/,[IZDAVANJE] NN Nekretnine: Ekskluzivan stan - Šip - Bolgrano,3.650 KM 3.000 KM,Sarajevo - Centar,43.88101,18.39649,150,Petosoban i više,Dejzina Bikića,Novogradnja,
https://www.olx.ba/artikal/31170199/nn-nekretnine-trosoban-stan-stari-grad-bistrik/,[IZDAVANJE] NN Nekretnine: Trosoban stan - Stari Grad - Bistrik,650 KM,Stari Grad,43.857851,18.433978,68,Trosoban (3),Avdage Sahinagica,,
https://www.olx.ba/artikal/31125709/nn-nekretnine-dvosoban-namjesten-stan-visnjik/,[IZDAVANJE] NN Nekretnine: Dvosoban namjesten stan - Visnjik,350 KM,Sarajevo - Centar,43.866346,18.419385,53,Dvosoban (2),Mehmeda Sakira Kurtcehajica,,
https://www.olx.ba/artikal/14234244/ideea-nekretnine-trosoban-renoviran-stan-kovacici/,[IZDAVANJE] IDEEA Nekretnine: Trosoban renoviran stan - Kovačići,800 KM,Sarajevo - Centar,43.851617,18.405309,65,Trosoban (3),,,
https://www.olx.ba/artikal/10011575/ideea-nekretnine-cetverosoban-stan-bjelave/,[IZDAVANJE] IDEEA Nekretnine: Cetverosoban stan - Bjelave,1.000 KM,Sarajevo - Centar,43.865758,18.422818,115,Četverosoban (4),Zaima Sarca,,
https://www.olx.ba/artikal/30169545/nn-nekretnine-dvosoban-komforan-stan-grbavica/,[IZDAVANJE] NN Nekretnine: Dvosoban komforan stan - Grbavica,500 KM,Novo Sarajevo,43.852327,18.398876,55,Dvosoban (2),Grbavicka,,
https://www.olx.ba/artikal/31256930/nn-nekretnine-trosoban-stan-miljacka/,[IZDAVANJE] NN Nekretnine: Trosoban stan - Miljacka,550 KM,"Sarajevo, Novi Grad",43.847856,18.351324,46,Trosoban (3),Dzemala Bijedica,,
https://www.olx.ba/artikal/31257182/nn-nekretnine-dvosoban-stan-titova-ulica-epicentar/,[IZDAVANJE] NN Nekretnine: Dvosoban stan - Titova ulica - Epicentar,700 KM,Sarajevo - Centar,43.858897,18.418548,75,Dvosoban (2),Marsala Tita,,
https://www.olx.ba/artikal/23590134/ideea-nn-nekretnine-dvosoban-stan-skenderija/,[IZDAVANJE] IDEEA-NN Nekretnine: Dvosoban stan - Skenderija,400 KM,Sarajevo - Centar,43.855129,18.408205,45,Dvosoban (2),,,
https://www.olx.ba/artikal/21797758/nn-nekretnine-trosoban-stan-sa-bastom-mejtas/,"[IZDAVANJE] NN Nekretnine: Trosoban stan sa bastom, Mejtas",530 KM,Sarajevo - Centar,43.861395,18.420973,65,Trosoban (3),,,
https://www.olx.ba/artikal/31266996/nn-nekretnine-moderan-trosoban-stan-kod-bbi-centra/,[IZDAVANJE] NN Nekretnine: Moderan trosoban stan kod BBI Centra,1.600 KM,Sarajevo - Centar,43.858084,18.420415,90,Trosoban (3),Kulovica,,
https://www.olx.ba/artikal/18877224/ideea-nekretnine-stan-skenderija-65m2/,[IZDAVANJE] IDEEA Nekretnine: stan Skenderija 65m2,600 KM,Sarajevo - Centar,43.854123,18.412111,65,Dvosoban (2),,,
https://www.olx.ba/artikal/29102621/nn-ideea-nekretnine-trosoban-stan-bistrik/,[IZDAVANJE] NN-IDEEA Nekretnine: Trosoban stan - Bistrik,700 KM,Stari Grad,43.855948,18.432304,70,Trosoban (3),Bistrik,,
https://www.olx.ba/artikal/19494436/ideea-nekretnine-petosoban-stan-centar/,"[IZDAVANJE] IDEEA Nekretnine: PETOSOBAN stan, centar",1.790 KM,Sarajevo - Centar,43.861001,18.421777,169,Petosoban i više,Mehmed Pase Sokolovic,,
https://www.olx.ba/artikal/9433322/ideea-nekretnine-stan-velesici/,[IZDAVANJE] IDEEA Nekretnine: Stan - Velesici,350 KM,Sarajevo - Centar,43.86529,18.397079,90,Dvosoban (2),Velesici,,
https://www.olx.ba/artikal/24159360/nn-nekretnine-troiposoban-stan-grbavica/,[IZDAVANJE] NN Nekretnine: Troiposoban stan - Grbavica,1.200 KM,Novo Sarajevo,43.851472,18.397292,80,Dvosoban (2),Grbavicka,,
https://www.olx.ba/artikal/12118076/ideea-nekretnine-stan-u-kuci-otoka/,[IZDAVANJE] IDEEA Nekretnine: Stan u kuci - Otoka,450 KM,"Sarajevo, Novi Grad",43.845732,18.362145,75,Trosoban (3),Gatacka,2000-2009,
https://www.olx.ba/artikal/27647847/nn-nekretnine-jednosoban-stan-sa-garazom-kosevsko-brdo/,[IZDAVANJE] NN Nekretnine: Jednosoban stan sa garazom-Kosevsko Brdo,500 KM,Sarajevo - Centar,43.863623,18.405394,40,Jednosoban (1),Antuna Hangije,,
https://www.olx.ba/artikal/23873224/nn-nekretnine-trosoban-lux-stan-skenderija/,[IZDAVANJE] NN Nekretnine: Trosoban lux stan - Skenderija,950 KM 850 KM,Sarajevo - Centar,43.854588,18.41548,82,Trosoban (3),,,
https://www.olx.ba/artikal/19079781/ideea-nekretnine-cetverosoban-lux-stan-malta/,[IZDAVANJE] IDEEA Nekretnine: Četverosoban lux stan - Malta,1.900 KM,Novo Sarajevo,43.852501,18.378212,100,Četverosoban (4),Malta,,
https://www.olx.ba/artikal/20313237/ideea-nekretnine-dvosoban-stan-skenderija/,"[IZDAVANJE] IDEEA Nekretnine: dvosoban stan, Skenderija",800 KM,Sarajevo - Centar,43.854618,18.415565,45,Dvosoban (2),,,
https://www.olx.ba/artikal/11553706/ideea-nekretnine-stan-kod-muzicke-skole/,[IZDAVANJE] IDEEA Nekretnine: Stan kod Muzicke Skole,1.500 KM,Stari Grad,43.860183,18.423497,115,Četverosoban (4),Petrakina,,
https://www.olx.ba/artikal/9785775/nn-nekretnine-stan-kod-katedrale-kratkorocno/,[IZDAVANJE] NN Nekretnine: Stan kod Katedrale - Kratkorocno,PO DOGOVORU,Stari Grad,43.860033,18.429987,100,Trosoban (3),Pehlivanusa,,
https://www.olx.ba/artikal/25031383/nn-nekretnine-dvosoban-stan-stup/,[IZDAVANJE] NN Nekretnine: Dvosoban stan - Stup,500 KM,Ilidža,43.834812,18.321669,58,Dvosoban (2),Stupska,,
https://www.olx.ba/artikal/30903171/nn-nekretnine-stan-u-kuci-kosevsko-brdo/,[IZDAVANJE] NN Nekretnine: Stan u kuci - Kosevsko Brdo,450 KM 370 KM,Sarajevo - Centar,43.864196,18.404794,100,Trosoban (3),,,
https://www.olx.ba/artikal/22322763/nn-nekretnine-dvoetazni-peterosoban-stan-stari-grad/,[IZDAVANJE] NN Nekretnine: Dvoetazni peterosoban stan - Stari Grad,PO DOGOVORU,Stari Grad,43.859538,18.433678,180,Četverosoban (4),,,
https://www.olx.ba/artikal/21478213/nn-nekretnine-adaptiran-dvosoban-stan-kod-katedrale/,[IZDAVANJE] NN Nekretnine: adaptiran dvosoban stan kod Katedrale,700 KM,Stari Grad,43.861734,18.427047,73,Dvosoban (2),Potoklinica,,
https://www.olx.ba/artikal/14876949/ideea-nekretnine-stan-u-srcu-bascarsije/,[IZDAVANJE] IDEEA Nekretnine: Stan u srcu Baščaršije,1.099 KM,Stari Grad,43.858288,18.429539,90,Trosoban (3),Aščiluk,,
https://www.olx.ba/artikal/13381568/ideea-nekretnine-trosoban-stan-sa-kaminom-obala/,[IZDAVANJE] IDEEA Nekretnine: Trosoban stan sa kaminom - Obala,1.200 KM,Stari Grad,43.847775,18.351288,105,Četverosoban (4),Obala Kulina Bana,,
https://www.olx.ba/artikal/13234771/ideea-nekretnine-stan-bascarsija-toromanova/,[IZDAVANJE] IDEEA Nekretnine: Stan Bašćaršija Toromanova,550 KM,Stari Grad,43.847775,18.351288,35,Dvosoban (2),Toromanova,,
https://www.olx.ba/artikal/31091146/stan-izvor-ul-vitomira-lukica-4-sprat-84m2/,"[IZDAVANJE] Stan,Izvor,ul.Vitomira Lukića.4 sprat-84m2",700 KM,Ilidža,43.831406,18.300211,84,Trosoban (3),Vitomira  Lukića,,
https://www.olx.ba/artikal/30732254/namjesten-dvosoban-stan-stari-grad-ablagijin-sokak/,"[IZDAVANJE] Namješten dvosoban stan Stari Grad, Ablagijin sokak",80 KM,Stari Grad,43.87058,18.450291,60,Dvosoban (2),Ablagijin sokak,,Jugozapad
https://www.olx.ba/artikal/31425724/hrasno-trosoban-stan-u-novogradnji/,[IZDAVANJE] Hrasno - Trosoban stan u novogradnji,400 KM,Novo Sarajevo,43.846571,18.380787,70,Trosoban (3),,,
https://www.olx.ba/artikal/12083040/ideea-nekretnine-stan-u-zgradi-british-council/,[IZDAVANJE] IDEEA Nekretnine: Stan u zgradi British Council,2.400 KM,Sarajevo - Centar,43.856259,18.413076,120,Četverosoban (4),LJubljanska,,
https://www.olx.ba/artikal/19494457/ideea-nekretnine-petosoban-stan-centar/,"[IZDAVANJE] IDEEA Nekretnine: PETOSOBAN stan, centar",1.500 KM,Sarajevo - Centar,43.859152,18.423784,169,Petosoban i više,Mehmed Pase Sokolovic,,
https://www.olx.ba/artikal/31425351/prostor-izdaje-trosoban-stan-98m2-stari-grad/,"[IZDAVANJE] PROSTOR izdaje: Trosoban stan, 98m2, Stari Grad",2.000 KM,Stari Grad,43.857673,18.426715,98,Trosoban (3),Despićeva,1960-1969,
https://www.olx.ba/artikal/29313073/sigenx-izdaje-luksuzan-stan-m-tita-centar/,[IZDAVANJE] SIGENX izdaje: Luksuzan stan / M. Tita / Centar,2.000 KM,Sarajevo - Centar,43.858626,18.422013,105,Trosoban (3),Maršala Tita,,
https://www.olx.ba/artikal/31125415/103140-cetverosoban-namjesten-stan-najam-grbavica/,[IZDAVANJE] 103140 Četverosoban namješten stan najam Grbavica,800 KM,Novo Sarajevo,43.849395,18.396516,98,Četverosoban (4),103140,,
https://www.olx.ba/artikal/28765790/103109-cetverosoban-namjesten-stan-najam-ciglane/,[IZDAVANJE] 103109 Četverosoban namješten stan najam Ciglane,800 KM,Sarajevo - Centar,43.864138,18.408334,88,Četverosoban (4),103109,,
https://www.olx.ba/artikal/29609124/101893-trosoban-stan-za-najam-alipasino-polje/,[IZDAVANJE] 101893 Trosoban stan za najam Alipašino Polje,550 KM,"Sarajevo, Novi Grad",43.840331,18.3449,77,Trosoban (3),101893,,
https://www.olx.ba/artikal/29010855/103112-trosoban-namjesten-stan-najam-stari-grad/,[IZDAVANJE] 103112 Trosoban namješten stan najam Stari Grad,700 KM,Stari Grad,43.854323,18.425234,120,Trosoban (3),103112,,
https://www.olx.ba/artikal/31266634/hrasno-novogradnja-dvosoban-stan/,[IZDAVANJE] Hrasno - Novogradnja : Dvosoban stan,400 KM,Novo Sarajevo,43.846651,18.380777,55,Dvosoban (2),2000-2009,,
https://www.olx.ba/artikal/31425035/dvosoban-stan-sarajevo-bistrik/,[IZDAVANJE] Dvosoban stan sarajevo-bistrik,400 KM,Stari Grad,43.852826,18.430553,35,Dvosoban (2),Bistrik 64,,
https://www.olx.ba/artikal/29821287/103139-cetverosoban-luksuzan-stan-najam-ciglane/,[IZDAVANJE] 103139 Četverosoban luksuzan stan najam Ciglane,2.200 KM,Sarajevo - Centar,43.86449,18.40931,141,Četverosoban (4),103139,,
https://www.olx.ba/artikal/29414253/103130-trosoban-prazan-stan-za-najam-bascarsija/,[IZDAVANJE] 103130 Trosoban prazan stan za najam Baščaršija,1.000 KM,Stari Grad,43.859839,18.430577,83,Trosoban (3),103130,,
https://www.olx.ba/artikal/28180236/102155-trosoban-stan-najam-kod-vijecnice/,[IZDAVANJE] 102155 Trosoban stan najam kod Vijećnice,600 KM,Stari Grad,43.859255,18.434278,67,Trosoban (3),102155,,
https://www.olx.ba/artikal/31425018/prostor-izdaje-cetverosoban-stan-105m2-stari-grad/,"[IZDAVANJE] PROSTOR izdaje: Četverosoban stan, 105m2, Stari Grad",1.300 KM,Stari Grad,43.865138,18.426854,105,Četverosoban (4),Čadordžina,,
https://www.olx.ba/artikal/31424898/dvosoban-stan-zagrebacka-ul/,[IZDAVANJE] Dvosoban stan Zagrebačka ul.,600 KM,Novo Sarajevo,43.852822,18.405742,60,Dvosoban (2),Zagrebačka,1950-1959,Sjeveroistok
https://www.olx.ba/artikal/20494480/centar-strogi-trosoban-renoviran-stan-kod-vatre/,"[IZDAVANJE] Centar strogi trosoban renoviran stan kod ""Vatre""",1.000 KM,Sarajevo - Centar,43.858889,18.422475,100,Trosoban (3),Čemaluša,1960-1969,
https://www.olx.ba/artikal/31190083/novogradnja-stup-tibra-dvosoban-stan-40m2/,[IZDAVANJE] Novogradnja Stup Tibra dvosoban stan 40m2,400 KM,Ilidža,43.841451,18.324912,40,Dvosoban (2),Stupska,,Sjeveroistok
https://www.olx.ba/artikal/30394125/stan-breka-izdavanje/,[IZDAVANJE] STAN BREKA IZDAVANJE,550 KM,Sarajevo - Centar,43.871203,18.418398,84,Četverosoban (4),Hamze Orlovica,1980-1989,
https://www.olx.ba/artikal/31181497/cetverosoban-stan-novogradnja-nova-otoka/,[IZDAVANJE] Četverosoban stan | novogradnja | Nova Otoka,950 KM,"Sarajevo, Novi Grad",43.84979,18.363082,81,Četverosoban (4),Džemala Bijedića,Novogradnja,
https://www.olx.ba/artikal/31257507/namjesten-trosoban-stan-sa-garazom-grbavica/,[IZDAVANJE] Namješten trosoban stan sa garažom | Grbavica,1.100 KM,Novo Sarajevo,43.852787,18.399563,80,Trosoban (3),Grbavička,,
https://www.olx.ba/artikal/31106330/trosoban-stan-breka-centar/,[IZDAVANJE] Trosoban stan | Breka | Centar,PO DOGOVORU,Sarajevo - Centar,43.87079,18.420152,90,Trosoban (3),Safeta Pašalića,,
https://www.olx.ba/artikal/31094833/namjesten-dvosoban-stan-marijin-dvor/,[IZDAVANJE] Namješten dvosoban stan | Marijin Dvor,550 KM,Sarajevo - Centar,43.859168,18.408716,54,Dvosoban (2),Avde Jabučice,,
https://www.olx.ba/artikal/27288246/namjesten-stan-66m2-breka/,"[IZDAVANJE] Namješten stan 66m2, Breka",600 KM,Sarajevo - Centar,43.875534,18.415244,66,Dvosoban (2),Asafa Serdarevića,1960-1969,Jugozapad
https://www.olx.ba/artikal/31424698/stan-dvosoban-namjesten-centar/,[IZDAVANJE] Stan dvosoban namješten Centar,500 KM,Stari Grad,43.861205,18.424381,56,Dvosoban (2),Mehmed Paše Sokolovića,1970-1979,Istok
https://www.olx.ba/artikal/31424328/dvosoban-stan-apartman-u-strogom-centru-sarajevo/,[IZDAVANJE] DVOSOBAN stan - apartman u strogom centru! Sarajevo,390 KM,Sarajevo - Centar,43.856131,18.419616,45,Jednoiposoban (1.5),Obala Maka Dizdara,,
https://www.olx.ba/artikal/31332855/jednosoban-stan-na-mariijin-dvoru/,[IZDAVANJE] Jednosoban stan na Mariijin dvoru,450 KM,Sarajevo - Centar,43.856475,18.411853,40,Jednosoban (1),Vrazova,,
https://www.olx.ba/artikal/31026247/adaptiran-dvosoban-stan-na-prvom-spratu-centar/,"[IZDAVANJE] Adaptiran dvosoban stan na prvom spratu, Centar",650 KM,Sarajevo - Centar,43.855814,18.423714,55,Dvosoban (2),Save Skarića,,
https://www.olx.ba/artikal/30873291/adaptiran-trosoban-stan-sa-parking-mjestom-otoka/,"[IZDAVANJE] Adaptiran trosoban stan sa parking mjestom, Otoka",800 KM,"Sarajevo, Novi Grad",43.851179,18.366015,85,Trosoban (3),Radenka Abazovića,,
https://www.olx.ba/artikal/30552335/dvosoban-stan-u-blizini-vilsonovog-setalista-grbavica/,"[IZDAVANJE] Dvosoban stan u blizini Vilsonovog šetališta, Grbavica",450 KM,Novo Sarajevo,43.852459,18.401284,50,Dvosoban (2),Grbavička,,
https://www.olx.ba/artikal/30873924/trosoban-stan-u-privatnoj-kuci-70m2-centar/,"[IZDAVANJE] Trosoban stan u privatnoj kući 70m2, Centar",350 KM,Sarajevo - Centar,43.849907,18.41078,70,Trosoban (3),Urijan Dedina,,
https://www.olx.ba/artikal/30401437/dvosoban-stan-u-blizini-dvorane-zetra-jezero-centar/,"[IZDAVANJE] Dvosoban stan u blizini dvorane Zetra, Jezero / Centar",500 KM,Sarajevo - Centar,43.873802,18.412572,62,Dvosoban (2),Patriotske Lige,,
https://www.olx.ba/artikal/30336441/namjesten-trosoban-stan-cengic-vila/,"[IZDAVANJE] Namješten trosoban stan, Čengić Vila",550 KM,Novo Sarajevo,43.850741,18.368996,64,Trosoban (3),Džemala Bijedića,,
https://www.olx.ba/artikal/30336014/trosoban-stan-na-odlicnoj-lokaciji-centar/,"[IZDAVANJE] Trosoban stan na odličnoj lokaciji, Centar",650 KM,Sarajevo - Centar,43.860216,18.412111,64,Trosoban (3),Alipasina,,
https://www.olx.ba/artikal/30563109/adaptiran-jednosoban-stan-drvenija-stari-grad/,"[IZDAVANJE] Adaptiran jednosoban stan, Drvenija / Stari Grad",500 KM,Stari Grad,43.856087,18.424097,25,Jednosoban (1),Hamdije Kreševljakovića,,
https://www.olx.ba/artikal/30414059/adaptiran-dvosoban-stan-centar/,"[IZDAVANJE] Adaptiran dvosoban stan, Centar",550 KM,Sarajevo - Centar,43.857624,18.421273,64,Dvosoban (2),Branilaca Sarajeva,,
https://www.olx.ba/artikal/30562900/dvosoban-stan-u-centru-grada-drvenija-stari-grad/,"[IZDAVANJE] Dvosoban stan u centru grada, Drvenija / Stari Grad",700 KM,Stari Grad,43.856072,18.424075,45,Dvosoban (2),Hamdije Kreševljakovića,,Sjever
https://www.olx.ba/artikal/30637180/dvosoban-stan-kancelarija-cengic-vila/,"[IZDAVANJE] Dvosoban stan / kancelarija, Čengić Vila",450 KM,Novo Sarajevo,43.85071,18.372011,50,Dvosoban (2),Džemala Bijedića,,
https://www.olx.ba/artikal/20762199/skenderija-trosoban-stan-sa-garazom-iznajmljivanje/,[IZDAVANJE] Skenderija-Trosoban stan sa garažom-Iznajmljivanje,1.500 KM,Sarajevo - Centar,43.857427,18.419803,95,Trosoban (3),Skenderpašina,2015+,Jug
https://www.olx.ba/artikal/27906308/petosoban-stan-vraca-iznajmljivanje-162m2/,[IZDAVANJE] Petosoban stan - Vraca - Iznajmljivanje - 162m2,4.500 KM,Novo Sarajevo,43.84459,18.398661,162,Petosoban i više,Husinska,Novogradnja,Sjeverozapad
https://www.olx.ba/artikal/28852765/trosoban-stan-centar-iznajmljivanje/,[IZDAVANJE] Trosoban stan - Centar - Iznajmljivanje,1.500 KM,Sarajevo - Centar,43.859136,18.417293,90,Trosoban (3),Trampina,1950-1959,Jugoistok
https://www.olx.ba/artikal/30937657/namjesten-trosoban-stan-cekalusa-102m2/,[IZDAVANJE] Namješten Trosoban Stan - Čekaluša - 102m2,1.300 KM,Sarajevo - Centar,43.861349,18.418891,102,Trosoban (3),Čekaluša,1960-1969,Jug
https://www.olx.ba/artikal/29431501/stan-na-dan-sarajevo-daily-rent-apartment-in-sarajevo/,[IZDAVANJE] Stan na dan Sarajevo- Daily rent apartment in Sarajevo,40 KM,"Sarajevo, Novi Grad",43.843798,18.341907,40,Jednosoban (1),Ante Babića-Alipasino polje A faza,1970-1979,
https://www.olx.ba/artikal/30874111/izdajem-stan-kosevsko-brdo/,[IZDAVANJE] Izdajem Stan kosevsko brdo,300 KM,Sarajevo - Centar,43.869919,18.40385,40,Dvosoban (2),Muhameda Hadzijahica 24,,
https://www.olx.ba/artikal/29717280/trosoban-stan-grbavica-zagrebacka-78m2/,[IZDAVANJE] Trosoban stan Grbavica / Zagrebačka 78m2,600 KM,Novo Sarajevo,43.850037,18.400829,78,Trosoban (3),Zagrebačka,1970-1979,
https://www.olx.ba/artikal/31199991/trosoban-namjesten-stan-sa-garazom-stup-tibra/,"[IZDAVANJE] Trosoban namjesten stan sa garažom, Stup Tibra",650 KM,Ilidža,43.840569,18.326647,64,Trosoban (3),Stupska,2010+,
https://www.olx.ba/artikal/29407389/stup-tibra-trosoban-stan-sa-garazom-65m2/,[IZDAVANJE] Stup Tibra trosoban stan sa garažom 65m2,500 KM,Ilidža,43.840631,18.325285,65,Trosoban (3),Stupska,Novogradnja,Jugoistok
https://www.olx.ba/artikal/29703930/stup-tibra-dvosoban-moderno-namjesten-stan-sa-balkono/,[IZDAVANJE] Stup Tibra dvosoban moderno namješten stan sa balkono......,550 KM,Ilidža,43.841451,18.324448,69,Dvosoban (2),Stupska,Novogradnja,Jugoistok
https://www.olx.ba/artikal/31016094/sokolovic-kolonija-cetvorosoban-stan/,[IZDAVANJE] Sokolovic kolonija cetvorosoban stan,200 KM,Ilidža,43.811311,18.314057,100,Četverosoban (4),Ahmeta Ljubuncica,,
